Date,Index_name,Close,Volume,Daily_Return_,Volatility
2016-05-31,NIFTY REALTY,183.15,721500,0.52,2.72
2016-06-01,NIFTY REALTY,184.1,697000,0.55,1.58
2016-06-02,NIFTY REALTY,184.35,428500,0.35,1.36
2016-06-03,NIFTY REALTY,182.05,483100,-1.59,2.84
2016-06-06,NIFTY REALTY,183.8,423900,0.55,1.07
2016-06-07,NIFTY REALTY,187.25,465900,1.05,2.0
2016-06-08,NIFTY REALTY,187.6,352500,0.21,1.07
2016-06-09,NIFTY REALTY,187.9,319800,-0.27,1.14
2016-06-10,NIFTY REALTY,186.25,619700,-0.59,2.03
2016-06-13,NIFTY REALTY,183.2,1154400,-0.60,1.68
2016-06-14,NIFTY REALTY,185.55,1515900,0.49,1.19
2016-06-15,NIFTY REALTY,186.35,707700,-0.24,1.15
2016-06-16,NIFTY REALTY,185.0,913200,-0.59,2.12
2016-06-17,NIFTY REALTY,191.95,1897600,2.43,3.01
2016-06-20,NIFTY REALTY,194.0,1533100,1.31,2.35
2016-06-21,NIFTY REALTY,194.8,1038300,0.23,1.13
2016-06-22,NIFTY REALTY,195.05,949200,-0.15,1.82
2016-06-23,NIFTY REALTY,192.8,785500,-0.82,2.16
2016-06-24,NIFTY REALTY,184.95,1621300,-0.35,4.07
2016-06-27,NIFTY REALTY,187.8,969800,1.79,2.41
2016-06-28,NIFTY REALTY,189.75,743700,0.93,1.57
2016-06-29,NIFTY REALTY,195.45,1769000,1.06,2.53
2016-06-30,NIFTY REALTY,200.25,1561200,1.24,1.77
2016-07-01,NIFTY REALTY,201.4,1038200,-0.05,1.04
2016-07-04,NIFTY REALTY,206.05,895400,2.08,3.17
2016-07-05,NIFTY REALTY,205.1,1459100,-0.44,2.45
2016-07-07,NIFTY REALTY,204.05,961800,-0.99,2.33
2016-07-08,NIFTY REALTY,203.15,966200,-1.26,2.24
2016-07-11,NIFTY REALTY,207.1,561100,0.46,0.97
2016-07-12,NIFTY REALTY,209.9,1737000,0.96,2.48
2016-07-13,NIFTY REALTY,206.45,2039200,-2.11,4.39
2016-07-14,NIFTY REALTY,205.8,1414200,-0.12,1.12
2016-07-15,NIFTY REALTY,204.7,1199000,-0.97,1.45
2016-07-18,NIFTY REALTY,202.2,2278300,-1.41,3.17
2016-07-19,NIFTY REALTY,201.2,1326300,-0.67,2.1
2016-07-20,NIFTY REALTY,206.6,769800,2.45,2.88
2016-07-21,NIFTY REALTY,204.35,1173600,-1.49,2.15
2016-07-22,NIFTY REALTY,205.9,903300,0.98,1.32
2016-07-25,NIFTY REALTY,208.95,1018800,1.06,1.77
2016-07-26,NIFTY REALTY,206.25,1730200,-1.41,1.84
2016-07-27,NIFTY REALTY,205.7,1120100,-0.63,2.03
2016-07-28,NIFTY REALTY,207.7,1540700,0.70,1.28
2016-07-29,NIFTY REALTY,207.4,604700,-0.48,1.42
2016-08-01,NIFTY REALTY,207.5,637100,-0.69,2.94
2016-08-02,NIFTY REALTY,205.0,687300,-1.75,2.42
2016-08-03,NIFTY REALTY,202.05,731600,-1.34,2.25
2016-08-04,NIFTY REALTY,206.85,557400,1.67,3.66
2016-08-05,NIFTY REALTY,211.8,687000,1.51,2.28
2016-08-08,NIFTY REALTY,213.6,468300,0.38,1.29
2016-08-09,NIFTY REALTY,214.4,560500,0.02,1.49
2016-08-10,NIFTY REALTY,211.25,630500,-1.61,3.38
2016-08-11,NIFTY REALTY,210.1,648000,-0.66,2.46
2016-08-12,NIFTY REALTY,209.05,362700,-0.92,1.82
2016-08-16,NIFTY REALTY,207.65,1043200,-0.62,1.94
2016-08-17,NIFTY REALTY,208.7,1001000,0.41,1.88
2016-08-18,NIFTY REALTY,211.35,546600,0.88,1.6
2016-08-19,NIFTY REALTY,210.15,470300,-0.69,1.54
2016-08-22,NIFTY REALTY,210.25,365200,-0.76,1.42
2016-08-23,NIFTY REALTY,209.55,403700,-0.26,1.09
2016-08-24,NIFTY REALTY,210.1,338900,0.29,0.72
2016-08-25,NIFTY REALTY,208.6,553000,-1.00,1.95
2016-08-26,NIFTY REALTY,206.15,449500,-1.74,2.22
2016-08-29,NIFTY REALTY,206.25,553400,0.07,0.85
2016-08-30,NIFTY REALTY,208.0,531800,0.68,1.62
2016-08-31,NIFTY REALTY,205.55,665300,-1.86,2.75
2016-09-01,NIFTY REALTY,201.25,464400,-2.04,2.56
2016-09-02,NIFTY REALTY,202.8,383300,0.20,1.24
2016-09-06,NIFTY REALTY,206.05,323000,0.12,0.85
2016-09-07,NIFTY REALTY,207.4,1608700,0.14,2.1
2016-09-08,NIFTY REALTY,213.35,1080000,2.40,2.71
2016-09-09,NIFTY REALTY,214.65,756900,0.80,2.58
2016-09-12,NIFTY REALTY,204.0,788900,-2.28,3.43
2016-09-14,NIFTY REALTY,204.05,574100,-0.15,1.84
2016-09-15,NIFTY REALTY,203.6,904800,-0.49,1.88
2016-09-16,NIFTY REALTY,205.55,787600,-0.10,2.19
2016-09-19,NIFTY REALTY,208.6,914900,0.94,2.42
2016-09-20,NIFTY REALTY,205.5,661600,-1.72,2.92
2016-09-21,NIFTY REALTY,206.1,465300,-0.24,1.57
2016-09-22,NIFTY REALTY,208.9,420500,0.26,1.1
2016-09-23,NIFTY REALTY,210.55,645000,0.24,2.02
2016-09-26,NIFTY REALTY,205.55,501900,-1.93,2.62
2016-09-27,NIFTY REALTY,206.1,413400,-0.27,1.4
2016-09-28,NIFTY REALTY,209.8,624600,1.55,2.25
2016-09-29,NIFTY REALTY,195.15,1239800,-7.75,8.53
2016-09-30,NIFTY REALTY,202.7,730700,4.06,4.54
2016-10-03,NIFTY REALTY,209.0,603100,2.00,2.44
2016-10-04,NIFTY REALTY,209.8,512600,-0.02,1.31
2016-10-05,NIFTY REALTY,213.65,618200,1.40,2.71
2016-10-06,NIFTY REALTY,210.45,487400,-1.68,3.15
2016-10-07,NIFTY REALTY,211.25,381900,0.00,1.21
2016-10-10,NIFTY REALTY,208.5,312300,-1.70,2.07
2016-10-13,NIFTY REALTY,203.7,485600,-1.81,3.47
2016-10-14,NIFTY REALTY,205.4,350200,0.32,1.71
2016-10-17,NIFTY REALTY,203.3,478100,-1.31,2.38
2016-10-18,NIFTY REALTY,205.75,415100,0.61,1.27
2016-10-19,NIFTY REALTY,204.6,290000,-1.25,1.67
2016-10-20,NIFTY REALTY,207.95,592800,0.82,1.14
2016-10-21,NIFTY REALTY,209.65,721500,0.26,1.17
2016-10-24,NIFTY REALTY,210.8,523400,0.26,1.47
2016-10-25,NIFTY REALTY,209.5,266700,-0.76,1.4
2016-10-26,NIFTY REALTY,208.95,457900,-0.31,2.31
2016-10-27,NIFTY REALTY,207.6,429600,-0.46,1.97
2016-10-28,NIFTY REALTY,210.45,419100,1.15,1.78
2016-11-01,NIFTY REALTY,209.05,293900,-1.04,1.59
2016-11-02,NIFTY REALTY,203.4,452600,-1.93,2.17
2016-11-03,NIFTY REALTY,201.05,457900,-1.20,2.33
2016-11-04,NIFTY REALTY,195.4,457200,-3.22,3.76
2016-11-07,NIFTY REALTY,198.6,319100,0.18,1.03
2016-11-08,NIFTY REALTY,198.2,239100,-0.53,2.03
2016-11-09,NIFTY REALTY,175.2,1459800,-0.14,7.44
2016-11-10,NIFTY REALTY,177.35,987400,0.45,4.98
2016-11-11,NIFTY REALTY,168.35,954000,-2.58,3.91
2016-11-15,NIFTY REALTY,159.7,715800,-4.49,5.56
2016-11-16,NIFTY REALTY,158.1,586000,-2.47,3.79
2016-11-17,NIFTY REALTY,160.1,588800,1.81,3.28
2016-11-18,NIFTY REALTY,162.3,475800,0.59,2.7
2016-11-21,NIFTY REALTY,153.85,580400,-5.53,6.2
2016-11-22,NIFTY REALTY,158.45,608500,2.49,5.34
2016-11-23,NIFTY REALTY,163.1,629900,2.03,3.47
2016-11-24,NIFTY REALTY,160.95,681700,-0.43,1.95
2016-11-25,NIFTY REALTY,163.45,580900,0.09,1.99
2016-11-28,NIFTY REALTY,166.4,376700,2.02,3.13
2016-11-29,NIFTY REALTY,167.2,462900,0.03,2.12
2016-11-30,NIFTY REALTY,167.85,381300,-0.09,1.58
2016-12-01,NIFTY REALTY,165.75,350000,-1.46,2.26
2016-12-02,NIFTY REALTY,162.7,413800,-0.88,1.64
2016-12-05,NIFTY REALTY,163.85,449200,0.83,2.09
2016-12-06,NIFTY REALTY,166.2,340800,0.85,1.58
2016-12-07,NIFTY REALTY,164.2,525200,-1.35,2.97
2016-12-08,NIFTY REALTY,166.65,385400,0.97,1.36
2016-12-09,NIFTY REALTY,169.65,250400,1.37,1.94
2016-12-12,NIFTY REALTY,168.75,336900,-0.53,1.39
2016-12-13,NIFTY REALTY,166.75,303900,-1.62,1.98
2016-12-14,NIFTY REALTY,167.45,252800,0.42,1.89
2016-12-15,NIFTY REALTY,167.85,461000,1.18,2.83
2016-12-16,NIFTY REALTY,167.7,380500,-0.39,1.4
2016-12-19,NIFTY REALTY,165.95,271200,-0.98,1.4
2016-12-20,NIFTY REALTY,165.9,445100,-0.96,1.67
2016-12-21,NIFTY REALTY,167.65,367100,0.75,1.86
2016-12-22,NIFTY REALTY,166.8,440500,-0.30,1.43
2016-12-23,NIFTY REALTY,164.65,387900,-0.72,1.69
2016-12-26,NIFTY REALTY,158.65,403500,-3.26,3.84
2016-12-27,NIFTY REALTY,159.7,623000,1.20,3.33
2016-12-28,NIFTY REALTY,161.45,435200,0.69,1.84
2016-12-29,NIFTY REALTY,163.15,515500,1.08,1.92
2016-12-30,NIFTY REALTY,165.35,581700,1.10,1.77
2017-01-02,NIFTY REALTY,172.6,799400,2.19,2.96
2017-01-03,NIFTY REALTY,173.4,432800,0.20,1.44
2017-01-04,NIFTY REALTY,177.25,735700,1.96,2.36
2017-01-05,NIFTY REALTY,179.25,675800,0.45,1.18
2017-01-06,NIFTY REALTY,177.75,467800,-0.78,1.93
2017-01-09,NIFTY REALTY,179.25,355700,0.82,1.46
2017-01-10,NIFTY REALTY,178.75,352200,-0.53,1.34
2017-01-11,NIFTY REALTY,179.5,367200,-0.06,0.67
2017-01-12,NIFTY REALTY,179.0,263300,-0.58,1.17
2017-01-13,NIFTY REALTY,178.8,278300,-0.33,1.09
2017-01-16,NIFTY REALTY,181.2,557000,0.89,1.98
2017-01-17,NIFTY REALTY,181.9,400500,0.06,1.02
2017-01-18,NIFTY REALTY,182.0,357600,0.25,0.83
2017-01-19,NIFTY REALTY,181.4,268900,-0.38,0.8
2017-01-20,NIFTY REALTY,177.35,353400,-1.88,3.13
2017-01-23,NIFTY REALTY,178.6,347700,1.13,2.07
2017-01-24,NIFTY REALTY,179.2,212400,0.14,0.89
2017-01-25,NIFTY REALTY,182.5,560800,1.45,1.95
2017-01-27,NIFTY REALTY,181.4,728200,-0.71,1.75
2017-01-30,NIFTY REALTY,180.7,460000,-0.39,1.6
2017-01-31,NIFTY REALTY,179.55,470300,-0.86,1.35
2017-02-01,NIFTY REALTY,188.45,1413300,4.20,4.98
2017-02-02,NIFTY REALTY,188.75,786200,0.03,2.04
2017-02-03,NIFTY REALTY,190.4,1493600,0.55,1.8
2017-02-06,NIFTY REALTY,194.1,1591100,0.88,2.75
2017-02-07,NIFTY REALTY,193.05,1954900,-0.85,1.62
2017-02-08,NIFTY REALTY,194.5,1418700,0.41,2.07
2017-02-09,NIFTY REALTY,196.35,874900,0.72,2.23
2017-02-10,NIFTY REALTY,196.05,492400,-0.66,1.19
2017-02-13,NIFTY REALTY,194.0,657700,-1.42,2.79
2017-02-14,NIFTY REALTY,192.6,828900,-0.82,1.6
2017-02-15,NIFTY REALTY,185.05,872800,-2.76,3.55
2017-02-16,NIFTY REALTY,188.5,567400,1.95,2.68
2017-02-17,NIFTY REALTY,189.25,447600,-0.13,1.29
2017-02-20,NIFTY REALTY,191.95,512500,0.97,1.84
2017-02-21,NIFTY REALTY,192.8,368400,-0.05,0.86
2017-02-22,NIFTY REALTY,193.0,541200,0.10,2.02
2017-02-23,NIFTY REALTY,194.5,448500,0.39,0.85
2017-02-27,NIFTY REALTY,194.85,408200,0.05,1.13
2017-02-28,NIFTY REALTY,197.2,735800,0.95,1.77
2017-03-01,NIFTY REALTY,204.85,1374200,2.68,3.36
2017-03-02,NIFTY REALTY,196.2,1011400,-4.96,5.47
2017-03-03,NIFTY REALTY,198.2,500200,1.56,1.9
2017-03-06,NIFTY REALTY,199.95,501100,0.86,1.34
2017-03-07,NIFTY REALTY,201.6,510600,0.70,1.62
2017-03-08,NIFTY REALTY,198.8,446700,-1.27,2.48
2017-03-09,NIFTY REALTY,198.4,436100,-0.03,1.21
2017-03-10,NIFTY REALTY,198.25,395300,-0.83,1.55
2017-03-14,NIFTY REALTY,203.4,619500,0.12,1.45
2017-03-15,NIFTY REALTY,203.9,466900,0.07,1.74
2017-03-16,NIFTY REALTY,206.45,358600,0.36,0.85
2017-03-17,NIFTY REALTY,208.0,343400,0.56,1.28
2017-03-20,NIFTY REALTY,207.2,274900,-0.62,1.08
2017-03-21,NIFTY REALTY,210.5,421900,1.72,2.27
2017-03-22,NIFTY REALTY,211.8,532100,1.07,3.34
2017-03-23,NIFTY REALTY,212.25,272100,-0.02,1.7
2017-03-24,NIFTY REALTY,213.2,386200,0.19,0.85
2017-03-27,NIFTY REALTY,213.05,321800,-0.14,1.12
2017-03-28,NIFTY REALTY,212.15,333000,-0.82,1.33
2017-03-29,NIFTY REALTY,211.4,423400,-0.75,1.17
2017-03-30,NIFTY REALTY,215.3,849400,1.77,2.81
2017-03-31,NIFTY REALTY,214.95,328600,-0.35,0.88
2017-04-03,NIFTY REALTY,219.1,953500,1.93,2.63
2017-04-05,NIFTY REALTY,225.9,1177900,2.73,3.64
2017-04-06,NIFTY REALTY,227.95,1073000,0.80,2.43
2017-04-07,NIFTY REALTY,224.6,694100,-1.27,3.08
2017-04-10,NIFTY REALTY,223.35,456600,-0.95,1.84
2017-04-11,NIFTY REALTY,226.1,636700,1.03,1.47
2017-04-12,NIFTY REALTY,226.4,967500,-0.20,2.58
2017-04-13,NIFTY REALTY,228.0,902600,0.46,1.39
2017-04-17,NIFTY REALTY,246.3,3559000,7.86,8.41
2017-04-18,NIFTY REALTY,237.95,1884100,-3.94,5.57
2017-04-19,NIFTY REALTY,241.45,1203200,2.72,3.4
2017-04-20,NIFTY REALTY,246.55,635900,1.61,2.16
2017-04-21,NIFTY REALTY,252.5,1382900,1.75,4.09
2017-04-24,NIFTY REALTY,258.55,1462700,2.03,3.59
2017-04-25,NIFTY REALTY,262.45,881600,0.38,1.63
2017-04-26,NIFTY REALTY,254.65,1114200,-3.41,5.56
2017-04-27,NIFTY REALTY,255.65,715200,0.04,1.72
2017-04-28,NIFTY REALTY,251.05,776200,-1.84,2.46
2017-05-02,NIFTY REALTY,255.65,710100,1.29,2.65
2017-05-03,NIFTY REALTY,259.6,748900,1.03,2.14
2017-05-04,NIFTY REALTY,257.35,445600,-1.13,2.0
2017-05-05,NIFTY REALTY,254.95,496500,-1.47,2.71
2017-05-08,NIFTY REALTY,265.65,1074900,3.75,5.51
2017-05-09,NIFTY REALTY,266.85,1177900,-0.30,1.61
2017-05-10,NIFTY REALTY,267.15,552700,-0.41,1.4
2017-05-11,NIFTY REALTY,267.85,636900,-0.06,1.81
2017-05-12,NIFTY REALTY,269.5,892500,0.45,2.85
2017-05-15,NIFTY REALTY,271.55,651200,0.09,1.25
2017-05-16,NIFTY REALTY,274.1,1637000,0.53,1.67
2017-05-17,NIFTY REALTY,273.65,748300,-0.22,1.35
2017-05-18,NIFTY REALTY,264.7,619500,-2.09,2.85
2017-05-19,NIFTY REALTY,264.5,653000,-0.68,4.06
2017-05-22,NIFTY REALTY,260.6,472000,-2.18,3.32
2017-05-23,NIFTY REALTY,253.45,789300,-3.23,4.43
2017-05-24,NIFTY REALTY,249.45,842500,-1.71,3.82
2017-05-25,NIFTY REALTY,254.7,615100,1.29,2.13
2017-05-26,NIFTY REALTY,256.15,506200,0.31,1.61
2017-05-29,NIFTY REALTY,245.1,637900,-3.39,4.69
2017-05-30,NIFTY REALTY,247.6,674700,1.31,3.13
2017-05-31,NIFTY REALTY,250.4,954500,0.64,2.13
2017-06-01,NIFTY REALTY,250.7,561000,-0.04,1.34
2017-06-02,NIFTY REALTY,254.0,502500,0.91,2.15
2017-06-05,NIFTY REALTY,255.95,449500,0.65,1.55
2017-06-06,NIFTY REALTY,252.45,484500,-1.81,2.78
2017-06-07,NIFTY REALTY,252.75,492500,-0.16,1.4
2017-06-08,NIFTY REALTY,252.25,587100,-0.57,1.87
2017-06-09,NIFTY REALTY,259.65,869900,3.02,3.63
2017-06-12,NIFTY REALTY,259.05,781700,0.21,2.05
2017-06-13,NIFTY REALTY,260.95,448200,0.37,1.1
2017-06-14,NIFTY REALTY,264.5,452900,0.82,2.15
2017-06-15,NIFTY REALTY,270.2,760900,1.87,2.3
2017-06-16,NIFTY REALTY,270.95,935600,-0.42,2.24
2017-06-19,NIFTY REALTY,270.1,711000,-0.52,1.8
2017-06-20,NIFTY REALTY,270.6,482700,0.06,1.89
2017-06-21,NIFTY REALTY,272.1,654700,0.20,1.12
2017-06-22,NIFTY REALTY,267.8,1520200,-1.98,4.69
2017-06-23,NIFTY REALTY,263.45,998900,-1.73,4.2
2017-06-27,NIFTY REALTY,260.05,782000,-1.42,3.05
2017-06-28,NIFTY REALTY,262.1,1094700,0.85,2.27
2017-06-29,NIFTY REALTY,264.55,845400,0.27,0.85
2017-06-30,NIFTY REALTY,263.45,663500,0.61,1.99
2017-07-03,NIFTY REALTY,267.1,428700,0.94,1.66
2017-07-04,NIFTY REALTY,265.75,856900,-0.91,1.88
2017-07-05,NIFTY REALTY,269.85,744100,1.45,1.97
2017-07-06,NIFTY REALTY,274.6,1149100,0.92,1.84
2017-07-07,NIFTY REALTY,279.45,2225400,1.97,2.46
2017-07-10,NIFTY REALTY,281.5,490400,-0.18,2.45
2017-07-11,NIFTY REALTY,277.2,1236500,-1.58,2.41
2017-07-12,NIFTY REALTY,277.65,852300,-0.32,1.11
2017-07-13,NIFTY REALTY,278.3,574800,-0.23,1.77
2017-07-14,NIFTY REALTY,276.3,818200,-0.77,1.76
2017-07-17,NIFTY REALTY,280.4,2953700,1.34,2.64
2017-07-18,NIFTY REALTY,277.55,1352800,-0.59,2.01
2017-07-19,NIFTY REALTY,281.3,1038400,0.97,1.9
2017-07-20,NIFTY REALTY,282.05,894000,0.04,0.83
2017-07-21,NIFTY REALTY,279.9,1107700,-1.24,2.52
2017-07-24,NIFTY REALTY,280.0,1498900,-0.20,1.51
2017-07-25,NIFTY REALTY,281.05,1584400,-0.09,0.94
2017-07-26,NIFTY REALTY,282.55,1221100,-0.05,1.49
2017-07-27,NIFTY REALTY,281.9,1485900,-0.63,3.42
2017-07-28,NIFTY REALTY,281.2,744800,0.02,1.69
2017-07-31,NIFTY REALTY,282.95,554200,0.71,1.51
2017-08-01,NIFTY REALTY,282.95,607700,-0.40,1.14
2017-08-02,NIFTY REALTY,282.35,686200,-0.88,1.63
2017-08-03,NIFTY REALTY,279.95,1064000,-0.53,1.78
2017-08-04,NIFTY REALTY,280.6,1284200,0.18,1.0
2017-08-07,NIFTY REALTY,284.95,1371800,1.42,2.12
2017-08-08,NIFTY REALTY,272.4,1663700,-4.17,5.4
2017-08-09,NIFTY REALTY,271.05,2811500,0.11,3.97
2017-08-10,NIFTY REALTY,257.3,1539700,-4.47,8.56
2017-08-11,NIFTY REALTY,254.9,1219000,0.49,3.88
2017-08-14,NIFTY REALTY,269.65,1283900,3.95,5.28
2017-08-16,NIFTY REALTY,271.95,776800,0.18,1.6
2017-08-17,NIFTY REALTY,273.5,692300,0.20,1.89
2017-08-18,NIFTY REALTY,271.3,708100,0.02,1.95
2017-08-21,NIFTY REALTY,268.55,620300,-1.41,2.29
2017-08-22,NIFTY REALTY,266.15,735400,-1.72,2.92
2017-08-23,NIFTY REALTY,275.3,937700,1.85,2.61
2017-08-24,NIFTY REALTY,273.65,745700,-0.53,1.38
2017-08-28,NIFTY REALTY,274.5,780900,-0.71,1.48
2017-08-29,NIFTY REALTY,272.05,723100,-0.20,1.63
2017-08-30,NIFTY REALTY,276.65,459200,0.78,1.33
2017-08-31,NIFTY REALTY,280.4,486900,1.12,2.25
2017-09-01,NIFTY REALTY,287.65,976700,2.35,3.01
2017-09-04,NIFTY REALTY,282.9,869400,-1.36,3.77
2017-09-05,NIFTY REALTY,286.9,487600,1.07,1.44
2017-09-06,NIFTY REALTY,287.1,970300,1.06,2.01
2017-09-07,NIFTY REALTY,289.4,755200,0.23,1.26
2017-09-08,NIFTY REALTY,285.15,564400,-1.82,2.65
2017-09-11,NIFTY REALTY,287.05,446400,-0.31,0.82
2017-09-12,NIFTY REALTY,292.9,677600,1.31,1.64
2017-09-13,NIFTY REALTY,289.2,460300,-1.68,2.21
2017-09-14,NIFTY REALTY,287.7,387500,-1.20,1.89
2017-09-15,NIFTY REALTY,286.75,507600,0.31,1.61
2017-09-18,NIFTY REALTY,288.75,846500,-0.16,1.54
2017-09-19,NIFTY REALTY,291.3,955200,0.80,1.87
2017-09-20,NIFTY REALTY,289.75,708300,-0.80,1.73
2017-09-21,NIFTY REALTY,285.35,672100,-1.74,2.77
2017-09-22,NIFTY REALTY,272.95,680500,-3.52,4.49
2017-09-25,NIFTY REALTY,264.4,925900,-3.66,5.23
2017-09-26,NIFTY REALTY,271.5,600500,2.22,3.56
2017-09-27,NIFTY REALTY,263.55,620200,-3.46,5.04
2017-09-28,NIFTY REALTY,266.45,505600,0.60,1.79
2017-09-29,NIFTY REALTY,273.5,631600,1.73,2.77
2017-10-03,NIFTY REALTY,274.25,424100,-0.85,1.64
2017-10-04,NIFTY REALTY,275.55,299100,0.04,1.33
2017-10-05,NIFTY REALTY,278.05,404800,0.63,1.41
2017-10-06,NIFTY REALTY,278.45,345900,0.16,1.15
2017-10-09,NIFTY REALTY,284.95,559700,2.11,3.74
2017-10-10,NIFTY REALTY,282.5,417500,-1.17,1.63
2017-10-11,NIFTY REALTY,277.05,530100,-2.46,3.54
2017-10-12,NIFTY REALTY,281.7,461800,1.22,1.51
2017-10-13,NIFTY REALTY,282.55,331600,0.04,2.32
2017-10-16,NIFTY REALTY,285.7,335700,0.62,1.78
2017-10-17,NIFTY REALTY,288.25,435600,1.05,1.95
2017-10-18,NIFTY REALTY,287.95,390000,-0.29,1.07
2017-10-19,NIFTY REALTY,287.25,86200,-0.64,1.64
2017-10-23,NIFTY REALTY,289.95,588700,0.28,2.2
2017-10-24,NIFTY REALTY,291.6,401600,0.22,1.65
2017-10-25,NIFTY REALTY,290.4,368700,-1.89,3.21
2017-10-26,NIFTY REALTY,291.65,466400,0.24,2.27
2017-10-27,NIFTY REALTY,290.15,440200,-1.29,1.73
2017-10-30,NIFTY REALTY,295.95,804500,1.42,2.14
2017-10-31,NIFTY REALTY,304.5,826200,2.84,3.51
2017-11-01,NIFTY REALTY,312.4,1051600,1.51,3.62
2017-11-02,NIFTY REALTY,312.5,419600,-0.06,1.44
2017-11-03,NIFTY REALTY,314.65,586700,0.37,1.29
2017-11-06,NIFTY REALTY,316.05,559800,-0.25,1.78
2017-11-07,NIFTY REALTY,308.95,580900,-2.92,3.82
2017-11-08,NIFTY REALTY,306.55,447300,-1.00,2.39
2017-11-09,NIFTY REALTY,306.25,396000,-0.91,2.2
2017-11-10,NIFTY REALTY,306.3,454600,0.11,2.65
2017-11-13,NIFTY REALTY,302.05,579800,-0.84,2.2
2017-11-14,NIFTY REALTY,303.5,475200,0.55,1.51
2017-11-15,NIFTY REALTY,298.05,448100,-1.76,3.1
2017-11-16,NIFTY REALTY,302.0,607700,0.73,2.02
2017-11-17,NIFTY REALTY,313.05,1117600,1.69,3.0
2017-11-20,NIFTY REALTY,319.7,740000,2.01,2.86
2017-11-21,NIFTY REALTY,316.05,444400,-1.62,2.6
2017-11-22,NIFTY REALTY,316.9,633100,-0.49,1.54
2017-11-23,NIFTY REALTY,317.1,609000,-0.30,2.04
2017-11-24,NIFTY REALTY,317.8,543800,-0.09,0.75
2017-11-27,NIFTY REALTY,320.55,587200,0.66,1.62
2017-11-28,NIFTY REALTY,319.15,513100,-0.50,1.75
2017-11-29,NIFTY REALTY,322.0,655700,0.89,2.32
2017-11-30,NIFTY REALTY,325.6,1126700,1.78,2.63
2017-12-01,NIFTY REALTY,319.15,490600,-2.80,4.16
2017-12-04,NIFTY REALTY,317.95,375300,-1.17,1.91
2017-12-05,NIFTY REALTY,316.2,371400,-0.53,1.51
2017-12-06,NIFTY REALTY,315.15,411500,-0.06,1.63
2017-12-07,NIFTY REALTY,321.05,502600,1.49,1.79
2017-12-08,NIFTY REALTY,323.4,1582500,0.17,0.7
2017-12-11,NIFTY REALTY,322.85,2168000,-1.06,1.47
2017-12-12,NIFTY REALTY,317.8,1043700,-1.59,1.94
2017-12-13,NIFTY REALTY,311.0,2157300,-2.25,2.97
2017-12-14,NIFTY REALTY,312.0,650900,-0.65,2.28
2017-12-15,NIFTY REALTY,317.25,546600,0.78,1.51
2017-12-18,NIFTY REALTY,315.65,581300,0.37,4.98
2017-12-19,NIFTY REALTY,320.75,639900,0.86,1.51
2017-12-20,NIFTY REALTY,330.2,1213300,2.58,3.46
2017-12-21,NIFTY REALTY,332.7,2124400,0.35,1.67
2017-12-22,NIFTY REALTY,333.25,929400,-0.42,1.24
2017-12-26,NIFTY REALTY,337.05,753200,0.90,1.42
2017-12-27,NIFTY REALTY,334.9,566200,-1.22,1.98
2017-12-28,NIFTY REALTY,345.1,1534200,2.78,3.34
2017-12-29,NIFTY REALTY,346.9,2842300,0.12,1.28
2018-01-01,NIFTY REALTY,347.7,3037900,-0.47,2.68
2018-01-02,NIFTY REALTY,343.85,2528500,-1.84,3.11
2018-01-03,NIFTY REALTY,345.45,1198100,0.09,1.56
2018-01-04,NIFTY REALTY,344.8,1327700,-0.52,1.5
2018-01-05,NIFTY REALTY,347.3,2275000,0.36,1.81
2018-01-08,NIFTY REALTY,350.55,1049900,-0.40,1.42
2018-01-09,NIFTY REALTY,360.4,1150700,2.26,3.04
2018-01-10,NIFTY REALTY,364.95,1150200,0.73,1.37
2018-01-11,NIFTY REALTY,372.25,844500,1.75,2.17
2018-01-12,NIFTY REALTY,366.8,857300,-2.07,3.34
2018-01-15,NIFTY REALTY,366.9,904000,-0.54,1.48
2018-01-16,NIFTY REALTY,354.5,1033200,-3.76,4.22
2018-01-17,NIFTY REALTY,357.55,1418600,0.56,3.99
2018-01-18,NIFTY REALTY,343.55,984900,-4.68,5.58
2018-01-19,NIFTY REALTY,347.3,683000,1.22,2.1
2018-01-22,NIFTY REALTY,353.95,475300,1.52,2.22
2018-01-23,NIFTY REALTY,356.3,588800,0.04,1.25
2018-01-24,NIFTY REALTY,356.0,613000,-0.25,1.71
2018-01-25,NIFTY REALTY,349.75,447000,-1.92,2.27
2018-01-29,NIFTY REALTY,348.55,683100,-0.98,1.8
2018-01-30,NIFTY REALTY,344.8,691100,-0.62,1.43
2018-01-31,NIFTY REALTY,344.7,527000,-0.12,2.32
2018-02-01,NIFTY REALTY,341.9,663800,-1.55,3.92
2018-02-02,NIFTY REALTY,320.8,1028400,-5.02,7.31
2018-02-05,NIFTY REALTY,319.35,730800,2.42,4.33
2018-02-06,NIFTY REALTY,313.35,766000,3.33,5.34
2018-02-07,NIFTY REALTY,318.65,504300,-0.11,1.55
2018-02-08,NIFTY REALTY,326.85,596300,1.70,2.94
2018-02-09,NIFTY REALTY,328.0,664000,3.14,4.45
2018-02-12,NIFTY REALTY,333.55,571000,0.50,1.58
2018-02-14,NIFTY REALTY,334.7,836300,-0.67,1.8
2018-02-15,NIFTY REALTY,331.3,488900,-1.47,2.45
2018-02-16,NIFTY REALTY,327.2,516300,-2.15,3.51
